claim,evidenceUrl,snippet,relevance,labelDescription
5.0% of the US labor force is unemployed,https://247wallst.com/state/how-west-virginias-economy-compares-to-other-states/,"How West Virginia's Economy Compares to Other States

The COVID-19 pandemic sent economic shockwaves through the U.S. economy, tripling the monthly unemployment to nearly 15% and leading to a more than 30% quarterly decline in GDP — by far the largest economic contraction in U.S. history.

No corner of the country was untouched by the pandemic’s economic consequences — but some states have emerged better off than others. A range of factors, including industrial diversity, labor force education levels, household income, and long-term GDP growth, have an effect on a state’s overall economic strength — and its ability to withstand the impact of the pandemic.",0,Supports
5.0% of the US labor force is unemployed,https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate) from The World Bank: Data.",0,Supports
5.0% of the US labor force is unemployed,https://opentextbc.ca/principlesofeconomics/chapter/21-1-how-the-unemployment-rate-is-defined-and-computed/,"Calculate the labor force percentage and the unemployment rate The U.S. unemployment rate, which is based on a monthly survey carried out by the U.S.",0,Supports
5.0% of the US labor force is unemployed,https://sgp.fas.org/crs/misc/R46554.pdf,"This report provides information on unemployment rates, labor force participation rates, and nonfarm payrolls in the United States during the",0,Supports
5.0% of the US labor force is unemployed,https://www.bls.gov/cps/cps_htgm.htm,"What are the unemployment rate, labor force participation rate, In 1942, the U.S. Census Bureau took over responsibility for the CPS.",0,Supports
5.0% of the US labor force is unemployed,https://www.bls.gov/lau/,The Bureau of Labor Statistics does not administer or oversee unemployment insurance (UI) programs. You should contact your State workforce agency for ...,0,Supports
5.0% of the US labor force is unemployed,https://www.dailyfx.com/forex/market_alert/2021/09/16/AUDUSD-Strength-Dented-on-Big-Jobs-Report-Miss-RBA-Q3-Contraction-View-Bolstered.html,"Australian Dollar, AUD/USD, Jobs Report, RBA – Talking Points

Australian Dollar takes hit on job report miss but remains higher versus US Dollar

Australia sees -146.3k jobs in August, jobless rate falls to 4.5% on lower participation",0,Supports
5.0% of the US labor force is unemployed,https://www.dol.gov/agencies/odep/research-evaluation/statistics,Unemployment Rate: Equal to the unemployed divided by the labor force (sum of employed and unemployed). 2021 Annual Youth Labor Force Participation Rate and ...,0,Supports
5.0% of the US labor force is unemployed,https://www.fitchratings.com/research/us-public-finance/us-states-labor-market-tracker-annual-revisions-push-number-of-states-with-full-recovery-to-ten-24-03-2022,"The median Fitch Ratings-adjusted unemployment rate, who have left the labor force as unemployed, declined marginally to 5.0% in January",1,Supports
5.0% of the US labor force is unemployed,https://www.maine.gov/labor/cwri/laus.html,"Unemployment Rate (seasonally adjusted) ; Maine, 3.3%, 3.6%, 5.0% ; United States, 3.6%, 3.6%, 6.0% ...",0,Supports
5.0% of the US labor force is unemployed,https://www.pewresearch.org/hispanic/2008/06/04/latino-labor-report-2008-construction-reverses-job-growth-for-latinos/,"Latinos make up 14.2% of the U.S. labor force. Over the same period, the non-Hispanic unemployment rate increased from 4.6% to 5.0%.",0,Supports
5.0% of the US labor force is unemployed,https://www.reuters.com/business/us-weekly-jobless-claims-fall-new-19-month-low-2021-11-04/,The number of Americans filing new claims for unemployment U.S. labor market tightening; wage costs accelerating 5 minute read.,0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://dwd.wisconsin.gov/uibola/uiac/materials/2021/20210121meeting.pdf,1. UNEMPLOYMENT INSURANCE ADVISORY COUNCIL. Meeting Minutes Has been trying to collect benefits since March 2020. Has tried.,0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://hscrc.maryland.gov/Documents/commission-meeting/2021/December%202021/December%202021%20Public%20Post-Meeting%20Materials%20FINAL.pdf,had been associated with that utilization is retained by the hospital under the GBR. Hospital retained revenues have two purposes under the,0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.doh.wa.gov/Portals/1/Documents/8330/140-139-MCH-ServicesTitleVBlockGrantWashington.pdf,"Public health needs have been increasing, and so has the cost of doing Employment spiked in June 2020 after the lifting of some COVID-19",0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.federalregister.gov/documents/2020/12/18/2020-27825/prohibited-transaction-exemption-2020-02-improving-investment-advice-for-workers-and-retirees,"Under the 1975 regulation, for advice to constitute “investment advice,” a financial institution or investment professional who is not a",0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.marincounty.org/-/media/files/departments/df/cafr/2020-_marincafr.pdf?la=en,"The County's financial statements have been audited by Clifton Larson Since the COVID-19 pandemic began in March 2020, the County's",0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.sanantonio.gov/portals/0/files/budget/FY2021/AdoptedBudget.pdf,"Fiscal Year 2020-2021. Budget Cover Page. September 17, 2020. As required by section 102.007 (d) of the Texas Local Government Code, the City of San Antonio ...",0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.sanantonio.gov/portals/0/files/budget/FY2022/AdoptedBudget.pdf,"Of the $20,005,658 in added property tax revenue, August 17 - September 15 City Council Work sessions on the FY 2022 Proposed Budget.",0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.scnylegislature.us/CivicAlerts.aspx?AID=857,"The week of October 6-12, 2018 has been proclaimed National Physician Assistants Week throughout Suffolk County.",0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.scnylegislature.us/CivicAlerts.aspx?CID=19%2C18%2C111%2C22%2C23%2C17%2C105%2C101%2C10%2C86%2C13%2C14%2C16%2C109%2C89%2C92%2C5%2C104%2C116&sort=date,Legislator Steven J. Flotteron and Director of Child Life Services at Catholic Health Good Samaritan Hospital Kate Fenton accepted another generous donation ...,0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020","https://www.scnylegislature.us/CivicAlerts.aspx?CID=19,18,21,22,23,17,15,7,10,13,14,16,11,5,60,83,86,89,92&sort=date",of Child Life Services at Catholic Health Good Samaritan Hospital Kate Fenton accepted,0,Supports
"82,842 COVID-positive children 17 and younger have been admitted to the hospital since Aug. 1, 2020",https://www.va.gov/VHASTRATEGY/SOE2021/2021_Enrollee_Data_Findings_Report-508_Compliant.pdf,"of enrollees reported using VA health care services at a VA facility on or after January 1, 2020, a 3.5 percentage point decrease from 2020",0,Supports
97% of children in America were vaccinated against measles in 2014.,https://emergency.cdc.gov/coca/ppt/2015/2_19_15_measles_final.pdf,"Measles Cases, United States, 1962-2014*. 1963. Vaccine. Licensed. 1989-1991. Resurgence. 1993. Vaccines for. Children. Program.",0,Refutes
97% of children in America were vaccinated against measles in 2014.,https://ourworldindata.org/vaccination,Vaccines are key in making progress against infectious diseases and save Today (data from 2014) 114.3 million children are vaccinated against measles,0,Supports
